species_name	gbif_species_key	gbif_species_url	photo_1_mature_overall	photo_2_mature_overall	photo_3_flower_very_close_up	photo_4_flower_moderate_close_up	photo_5_unique_feature_photo_wildcard	photo_6_spring_feature	photo_7_summer_feature	photo_8_fall_feature	photo_9_winter_feature	total_number_of_SKUs	number_of_nursery_suppliers	nursery_to_SKU_count	original_name_summary	size_summary	quantity_summary	
Balduina angustifolia	3104988	https://www.gbif.org/species/3104988	https://www.gbif.org/occurrence/4528023509	https://www.gbif.org/occurrence/5063762510	https://www.gbif.org/occurrence/4908844946	https://www.gbif.org/occurrence/4516800749	https://www.gbif.org/occurrence/4946182314	https://www.gbif.org/occurrence/3112713136	https://www.gbif.org/occurrence/2823363688	https://www.gbif.org/occurrence/4952309151	https://www.gbif.org/occurrence/4926051724	2	2	Green Isle Gardens:1 | The Natives:1	"Balduina angustifolia":2	"g":2	"C":2	
Chamaecrista fasciculata	2949728	https://www.gbif.org/species/2949728	https://inaturalist-open-data.s3.amazonaws.com/photos/402595542/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/480329523/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/462645119/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/464638207/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/384828721/original.jpg	https://www.gbif.org/occurrence/5141050073	https://www.gbif.org/occurrence/4910769180	https://www.gbif.org/occurrence/4946472672	https://www.gbif.org/occurrence/4009694666	2	2	Green Isle Gardens:1 | The Natives:1	"Chamaecrista fasciculata":2	"g":1 | "qts":1	"C":1 | "L":1	
Helianthus carnosus	3119193	https://www.gbif.org/species/3119193	https://inaturalist-open-data.s3.amazonaws.com/photos/35383304/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/35383312/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/35383323/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/157362973/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/157362640/original.jpg	No photo	https://www.gbif.org/occurrence/2242747864	No photo	https://www.gbif.org/occurrence/4009745666	2	2	Green Isle Gardens:1 | The Natives:1	"Helianthus carnosus":2	"g":2	"C":1 | "M":1	
Helianthus radula	3119165	https://www.gbif.org/species/3119165	https://inaturalist-open-data.s3.amazonaws.com/photos/163658808/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/159162337/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329098310/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329317826/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/326922226/original.jpg	https://www.gbif.org/occurrence/4076095367	https://www.gbif.org/occurrence/3912175469	https://www.gbif.org/occurrence/4954635958	https://www.gbif.org/occurrence/4924162007	2	2	Green Isle Gardens:1 | The Natives:1	"Helianthus radula":2	"g":2	"C":2	
Juniperus virginiana	2684391	https://www.gbif.org/species/2684391	https://www.gbif.org/occurrence/5007576221	https://www.gbif.org/occurrence/5133156712	https://www.gbif.org/occurrence/5036862438	https://www.gbif.org/occurrence/5087706440	https://www.gbif.org/occurrence/5087168982	https://www.gbif.org/occurrence/4062722847	https://www.gbif.org/occurrence/3892598904	https://www.gbif.org/occurrence/3070578261	https://www.gbif.org/occurrence/4039390701	2	2	Cherrylake:1 | Green Isle Gardens:1	"Juniperus virginiana":2	"3g":1 | "FG":1	"C":1 | "_":1	
Palafoxia feayi	3121715	https://www.gbif.org/species/3121715	https://inaturalist-open-data.s3.amazonaws.com/photos/474405272/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/372518702/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/473953935/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/372518577/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/476892812/medium.jpeg	https://www.gbif.org/occurrence/5153742202	https://www.gbif.org/occurrence/2366128362	2nd photo  https://www.gbif.org/occurrence/4974038726	https://www.gbif.org/occurrence/4516187375	2	2	Green Isle Gardens:1 | The Natives:1	"Palafoxia feayi":2	"g":1 | "qts":1	"C":2	
Palafoxia integrifolia	3121709	https://www.gbif.org/species/3121709	https://www.gbif.org/occurrence/3391342023	2nd photo  https://www.gbif.org/occurrence/4516850868	https://www.gbif.org/occurrence/4978399452	https://www.gbif.org/occurrence/4974180477	https://www.gbif.org/occurrence/4910923123	https://www.gbif.org/occurrence/3858292252	https://www.gbif.org/occurrence/2269309082	https://www.gbif.org/occurrence/4424356985	https://www.gbif.org/occurrence/3455162913	2	2	Green Isle Gardens:1 | The Natives:1	"Palafoxia integrifolia":2	"g":2	"C":2	
Penstemon multiflorus	3171348	https://www.gbif.org/species/3171348	https://inaturalist-open-data.s3.amazonaws.com/photos/362962434/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/371310242/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/386030253/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/374555068/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/395862778/original.jpeg	https://www.gbif.org/occurrence/4606987526	https://www.gbif.org/occurrence/3860162964	https://www.gbif.org/occurrence/4987642989	https://www.gbif.org/occurrence/3044800435	2	2	Green Isle Gardens:1 | The Natives:1	"Penstemon multiflorus":2	"g":2	"C":2	
Polygonum nesomii	7566501	https://www.gbif.org/species/7566501	https://www.gbif.org/occurrence/5008148360	https://www.gbif.org/occurrence/4994567009	https://www.gbif.org/occurrence/4516288050	https://www.gbif.org/occurrence/4993979165	https://www.gbif.org/occurrence/4974213355	https://www.gbif.org/occurrence/4103310561	https://www.gbif.org/occurrence/2350355934	https://www.gbif.org/occurrence/3947066804	https://www.gbif.org/occurrence/3947402309	2	2	Green Isle Gardens:1 | The Natives:1	"Polygonum nesomii":2	"g":2	"C":2	Synonym of Polygonella robusta (Small) G.L.Nesom & V.M.Bates
Prunus angustifolia	3021368	https://www.gbif.org/species/3021368	https://www.gbif.org/occurrence/4524971161	https://www.gbif.org/occurrence/4438883618	https://www.gbif.org/occurrence/4438885413	https://www.gbif.org/occurrence/2563656021	https://www.gbif.org/occurrence/4919580867	https://www.gbif.org/occurrence/4596940637	https://www.gbif.org/occurrence/2813928865	https://www.gbif.org/occurrence/3384171302	https://www.gbif.org/occurrence/4919695310	2	2	Green Isle Gardens:1 | McKeithen Growers:1	"Prunus angustifolia":2	"15g":1 | "3g+":1	"C":1 | "_":1	
Prunus umbellata	3022674	https://www.gbif.org/species/3022674	https://www.gbif.org/occurrence/4522781511	https://www.gbif.org/occurrence/2451737749	https://www.gbif.org/occurrence/4607285274	https://www.gbif.org/occurrence/4910926585	https://www.gbif.org/occurrence/3456759666	https://www.gbif.org/occurrence/4872114609	https://www.gbif.org/occurrence/2813911785	https://www.gbif.org/occurrence/3398725900	https://www.gbif.org/occurrence/1850901545	2	2	Green Isle Gardens:1 | The Natives:1	"Prunus umbellata":2	"3g+":1 | "g":1	"C":2	
Scutellaria integrifolia	5341355	https://www.gbif.org/species/5341355	https://www.gbif.org/occurrence/4606801044	https://www.gbif.org/occurrence/4851799278	https://www.gbif.org/occurrence/5133769940	https://www.gbif.org/occurrence/4607365651	https://www.gbif.org/occurrence/4852426695	https://www.gbif.org/occurrence/4129811421	https://www.gbif.org/occurrence/2641301375	https://www.gbif.org/occurrence/1703193245	https://www.gbif.org/occurrence/2574030936	2	2	Green Isle Gardens:1 | The Natives:1	"Scutellaria integrifolia":2	"g":2	"C":1 | "L":1	
Solidago stricta	5388869	https://www.gbif.org/species/5388869	https://inaturalist-open-data.s3.amazonaws.com/photos/97168203/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/345985400/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/436344377/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/436344454/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/333989384/original.jpg	no occurrences live	no occurrence live	https://www.gbif.org/occurrence/4440936189	no occurrence live	2	2	Green Isle Gardens:1 | The Natives:1	"Solidago stricta":2	"g":1 | "qts":1	"C":1 | "M":1	
Yucca filamentosa	2775561	https://www.gbif.org/species/2775561	https://inaturalist-open-data.s3.amazonaws.com/photos/396277529/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/461949973/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/383661473/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/383659179/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/350804534/original.jpg	https://www.gbif.org/occurrence/4440936189	https://www.gbif.org/occurrence/4901048842	https://www.gbif.org/occurrence/4863593196	https://www.gbif.org/occurrence/4507685155	2	2	Green Isle Gardens:1 | The Natives:1	"Yucca filamentosa":2	"g":2	"C":2	
Carphephorus corymbosus	3112048	https://www.gbif.org/species/3112048	https://inaturalist-open-data.s3.amazonaws.com/photos/439074796/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/434243393/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/429031673/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/434968981/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/413568457/original.jpeg	https://www.gbif.org/occurrence/4133747634	https://www.gbif.org/occurrence/4952998874	https://www.gbif.org/occurrence/4952221899	https://www.gbif.org/occurrence/4465679481	2	2	Green Isle Gardens:1 | The Natives:1	"Carphephorus corymbosus ":2	"g":2	"_":2	
Asimina obovata	3158034	https://www.gbif.org/species/3158034	2nd photo  https://www.gbif.org/occurrence/5088072758	https://www.gbif.org/occurrence/5104660548	https://www.gbif.org/occurrence/5134330418	https://www.gbif.org/occurrence/5104608489	https://www.gbif.org/occurrence/5108110041	https://www.gbif.org/occurrence/5104608489	https://www.gbif.org/occurrence/3407940454	https://www.gbif.org/occurrence/4987616549	https://www.gbif.org/occurrence/4176916370	2	2	Green Isle Gardens:1 | The Natives:1	"Asimina obovata":2	"3g":1 | "g":1	"C":1 | "_":1	
Eryngium yuccifolium	3034408	https://www.gbif.org/species/3034408	https://inaturalist-open-data.s3.amazonaws.com/photos/371720906/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/376491977/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/375518638/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/380247626/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/372441046/original.jpeg	https://www.gbif.org/occurrence/2850935550	https://www.gbif.org/occurrence/3888805870	https://www.gbif.org/occurrence/4417210432	https://www.gbif.org/occurrence/4522713175	2	2	Green Isle Gardens:1 | The Natives:1	"Eryngium yuccifolium":2	"g":2	"L":1 | "_":1	
Taxodium ascendens	2684203	https://www.gbif.org/species/2684203	https://www.gbif.org/occurrence/5087620286	https://www.gbif.org/occurrence/5087744433	https://www.gbif.org/occurrence/5153409385	https://www.gbif.org/occurrence/5134846329	https://www.gbif.org/occurrence/4891640755	https://www.gbif.org/occurrence/4846848428	https://www.gbif.org/occurrence/4177282045	https://www.gbif.org/occurrence/3455316350	https://www.gbif.org/occurrence/5087124143	2	1	McKeithen Growers:2	"Taxodium ascendens":2	"3g":1 | "45g":1	"_":2	
Conoclinium coelestinum	3090343	https://www.gbif.org/species/3090343	https://inaturalist-open-data.s3.amazonaws.com/photos/462596686/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/409421989/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/375498252/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/462570782/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/368614895/original.jpg	https://www.gbif.org/occurrence/5154555079	https://www.gbif.org/occurrence/4923708492	https://www.gbif.org/occurrence/4442497098	https://www.gbif.org/occurrence/2518154638	2	1	The Natives:2	"Conoclinium coelestinum":2	"g":2	"C":1 | "L":1	
Illicium parviflorum	7826434	https://www.gbif.org/species/7826434	https://www.gbif.org/occurrence/4946667336	https://www.gbif.org/occurrence/4875531437	https://www.gbif.org/occurrence/3325508116	https://www.gbif.org/occurrence/4440667782	https://www.gbif.org/occurrence/1890063865	https://www.gbif.org/occurrence/4874987809	https://www.gbif.org/occurrence/4133824893	https://www.gbif.org/occurrence/3912268879	3rd photo https://www.gbif.org/occurrence/3044760507	2	1	The Natives:2	"Illicium parviflorum ":2	"3g":1 | "g":1	"C":1 | "L":1	
Aronia arbutifolia	5363629	https://www.gbif.org/species/5363629	https://inaturalist-open-data.s3.amazonaws.com/photos/260171749/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/267686100/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/381376451/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/356526725/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/260390098/original.jpeg	https://www.gbif.org/occurrence/4535741116	2nd photo  https://www.gbif.org/occurrence/2984514693	https://www.gbif.org/occurrence/3963230017	https://www.gbif.org/occurrence/4919557112	2	1	The Natives:2	"Aronia arbutifolia":2	"3g":1 | "g":1	"C":1 | "L":1	
Cornus foemina	3082230	https://www.gbif.org/species/3082230	https://inaturalist-open-data.s3.amazonaws.com/photos/64265852/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/64265828/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/66691383/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/373413305/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/66691344/original.jpg	https://www.gbif.org/occurrence/5134051950	https://www.gbif.org/occurrence/4908072287	https://www.gbif.org/occurrence/2459992227	https://www.gbif.org/occurrence/3698358033	2	1	The Natives:2	"Cornus foemina":2	"3g":1 | "g":1	"C":1 | "_":1	
Vaccinium corymbosum	2882849	https://www.gbif.org/species/2882849	https://www.gbif.org/occurrence/4535761879	https://www.gbif.org/occurrence/5134758570	https://www.gbif.org/occurrence/5104351427	https://www.gbif.org/occurrence/5133727038	https://www.gbif.org/occurrence/5064076141	https://www.gbif.org/occurrence/4936483993	https://www.gbif.org/occurrence/2850916309	https://www.gbif.org/occurrence/3455455181	https://www.gbif.org/occurrence/4506288489	2	1	The Natives:2	"Vaccinium corymbosum":2	"3g":1 | "g":1	"C":1 | "_":1	
Ageratina jucunda	5400763	https://www.gbif.org/species/5400763	https://inaturalist-open-data.s3.amazonaws.com/photos/333190381/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/445787235/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/447133823/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/240449565/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/451329460/original.jpeg	https://www.gbif.org/occurrence/3044554486	https://www.gbif.org/occurrence/1305136258	https://www.gbif.org/occurrence/4438627191	https://www.gbif.org/occurrence/3039317186	2	1	The Natives:2	"Ageratina jucunda":2	"g":1 | "qts":1	"C":1 | "_":1	
Andropogon brachystachyus	2706113	https://www.gbif.org/species/2706113	https://inaturalist-open-data.s3.amazonaws.com/photos/237867308/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/59685140/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102949250/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/103018986/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/332152929/original.jpg	https://www.gbif.org/occurrence/4028607369	https://www.gbif.org/occurrence/3874090134	https://www.gbif.org/occurrence/3947127784	https://www.gbif.org/occurrence/3705395989	2	1	The Natives:2	"Andropogon brachystachyus":2	"TT":1 | "g":1	"M":1 | "_":1	
Acoelorraphe wrightii	6418688	https://www.gbif.org/species/6418688	https://www.gbif.org/occurrence/5153737262	https://www.gbif.org/occurrence/5104616513	https://www.gbif.org/occurrence/4597268858	https://www.gbif.org/occurrence/4854819984	https://www.gbif.org/occurrence/4111671680	https://www.gbif.org/occurrence/5153723652	https://www.gbif.org/occurrence/3337595985	https://www.gbif.org/occurrence/4465636285	https://www.gbif.org/occurrence/5063899334	2	1	Cherrylake:2	"Acoelorraphe wrightii":2	"FG":2	"_":2	
Bourreria succulenta	2926102	https://www.gbif.org/species/2926102	https://www.gbif.org/occurrence/4945532108	https://www.gbif.org/occurrence/4921499492	https://www.gbif.org/occurrence/5007322026	https://www.gbif.org/occurrence/4904339657	https://www.gbif.org/occurrence/4440841578	https://www.gbif.org/occurrence/4102627149	https://www.gbif.org/occurrence/4904339657	https://www.gbif.org/occurrence/3468775524	https://www.gbif.org/occurrence/3031954117	1	1	EarthBalance / Green Seasons:1	"Bourreria succulenta":1	"g":1	"L":1	
Varronia globosa	7131431	https://www.gbif.org/species/7131431	2nd photo  https://www.gbif.org/occurrence/4607234370	https://www.gbif.org/occurrence/4980507814	https://www.gbif.org/occurrence/4926234551	https://www.gbif.org/occurrence/4867599018	https://www.gbif.org/occurrence/3759525324	https://www.gbif.org/occurrence/4127129148	https://www.gbif.org/occurrence/4153377647	https://www.gbif.org/occurrence/3328087523	https://www.gbif.org/occurrence/4508045741	1	1	EarthBalance / Green Seasons:1	"Varronia globosa":1	"g":1	"L":1	
Guapira discolor	3086055	https://www.gbif.org/species/3086055	https://www.gbif.org/occurrence/5062968887	https://www.gbif.org/occurrence/4910717818	https://www.gbif.org/occurrence/4910751458	https://www.gbif.org/occurrence/4936768615	https://www.gbif.org/occurrence/3859383631	https://www.gbif.org/occurrence/4075630229	https://www.gbif.org/occurrence/4165430577	https://www.gbif.org/occurrence/4413655027	https://www.gbif.org/occurrence/3018033014	1	1	EarthBalance / Green Seasons:1	"Guapira discolor":1	"g":1	"L":1	
Neptunia pubescens	5353554	https://www.gbif.org/species/5353554	https://www.gbif.org/occurrence/4904169549	https://www.gbif.org/occurrence/4987585811	https://www.gbif.org/occurrence/4524942739	https://www.gbif.org/occurrence/4935678190	https://www.gbif.org/occurrence/2574100414	https://www.gbif.org/occurrence/4416847347	https://www.gbif.org/occurrence/3881756128	https://www.gbif.org/occurrence/4416883750	https://www.gbif.org/occurrence/2574100414	1	1	EarthBalance / Green Seasons:1	"Neptunia pubescens":1	"g":1	"L":1	
Panicum virgatum	2705081	https://www.gbif.org/species/2705081	https://www.gbif.org/occurrence/4903773147	https://www.gbif.org/occurrence/4458648771	https://www.gbif.org/occurrence/4138738049	https://www.gbif.org/occurrence/3860018873	https://www.gbif.org/occurrence/3314312542	https://www.gbif.org/occurrence/5134525965	https://www.gbif.org/occurrence/4138738049	https://www.gbif.org/occurrence/3915426267	https://www.gbif.org/occurrence/2550020927	1	1	EarthBalance / Green Seasons:1	"Panicum virgatum":1	"g":1	"L":1	
Baccharis halimifolia	3129663	https://www.gbif.org/species/3129663	https://www.gbif.org/occurrence/4982214496	https://www.gbif.org/occurrence/4978606549	https://www.gbif.org/occurrence/4980489172	https://www.gbif.org/occurrence/5110528065	https://www.gbif.org/occurrence/4994507788	https://www.gbif.org/occurrence/5104409982	https://www.gbif.org/occurrence/4926091560	https://www.gbif.org/occurrence/4982184972	https://www.gbif.org/occurrence/4994046478	1	1	EarthBalance / Green Seasons:1	"Baccharis halimifolia":1	"3g":1	"L":1	
Nephrolepis exaltata	2650927	https://www.gbif.org/species/2650927	https://www.gbif.org/occurrence/5087847327	https://www.gbif.org/occurrence/4596961408	3rd photo   https://www.gbif.org/occurrence/4145450954	https://www.gbif.org/occurrence/2451595210	https://www.gbif.org/occurrence/1931512937	https://www.gbif.org/occurrence/2851018531	https://www.gbif.org/occurrence/1850931245	https://www.gbif.org/occurrence/3415467051	https://www.gbif.org/occurrence/4034697549	1	1	EarthBalance / Green Seasons:1	"Nephrolepis exaltata":1	"4 inch":1	"C":1	
Paspalum monostachyum	2705600	https://www.gbif.org/species/2705600	https://www.gbif.org/occurrence/5070047605	2nd photo  https://www.gbif.org/occurrence/5069961704	6th photo  https://www.gbif.org/occurrence/4436063204	https://www.gbif.org/occurrence/3872962562	https://www.gbif.org/occurrence/2619936567	3rd photo  https://www.gbif.org/occurrence/2619936567	no live occurrence	https://www.gbif.org/occurrence/3872962562	https://www.gbif.org/occurrence/5070047605	1	1	EarthBalance / Green Seasons:1	"Paspalum monostachyum":1	"g":1	"C":1	
Acrostichum danaeifolium	2651707	https://www.gbif.org/species/2651707	2nd photo https://www.gbif.org/occurrence/4901294671	2nd photo https://www.gbif.org/occurrence/4607273471	https://www.gbif.org/occurrence/4018220277	https://www.gbif.org/occurrence/4919247549	https://www.gbif.org/occurrence/4982227540	https://www.gbif.org/occurrence/4852412779	https://www.gbif.org/occurrence/4162197159	https://www.gbif.org/occurrence/5062854142	https://www.gbif.org/occurrence/4512384499	1	1	EarthBalance / Green Seasons:1	"Acrostichum danaeifolium":1	"3g":1	"C":1	
Eleocharis interstincta	2716972	https://www.gbif.org/species/2716972	https://www.gbif.org/occurrence/5076971621	https://www.gbif.org/occurrence/5076966940	2nd photo  https://www.gbif.org/occurrence/5063492937	https://www.gbif.org/occurrence/4981944903	https://www.gbif.org/occurrence/4535655435	https://www.gbif.org/occurrence/3858371348	https://www.gbif.org/occurrence/4145770701	https://www.gbif.org/occurrence/3391321781	https://www.gbif.org/occurrence/3457005510	1	1	EarthBalance / Green Seasons:1	"Eleocharis interstincta":1	"g":1	"C":1	
Solidago canadensis	5389029	https://www.gbif.org/species/5389029	no live occurrences in Florida									1	1	EarthBalance / Green Seasons:1	"Solidago canadensis var. scabra":1	"g":1	"C":1	
Chrysopsis floridana	5385919	https://www.gbif.org/species/5385919	https://www.gbif.org/occurrence/4516699667	https://www.gbif.org/occurrence/4516407928	https://www.gbif.org/occurrence/4923809482	https://www.gbif.org/occurrence/4980730587	https://www.gbif.org/occurrence/4519251658	https://www.gbif.org/occurrence/3067851486	https://www.gbif.org/occurrence/3873282930	https://www.gbif.org/occurrence/4980432466	https://www.gbif.org/occurrence/3947496502	1	1	EarthBalance / Green Seasons:1	"Chrysopsis floridana":1	"g":1	"C":1	
Iva frutescens	5402625	https://www.gbif.org/species/5402625	https://www.gbif.org/occurrence/5063487014	https://www.gbif.org/occurrence/5108153780	https://www.gbif.org/occurrence/2540741120	https://www.gbif.org/occurrence/4465362154	https://www.gbif.org/occurrence/4465375160	https://www.gbif.org/occurrence/4076267251	https://www.gbif.org/occurrence/3889038911	https://www.gbif.org/occurrence/1831218887	https://www.gbif.org/occurrence/4921562029	1	1	EarthBalance / Green Seasons:1	"Iva frutescens":1	"3g":1	"C":1	
Bacopa caroliniana	3171189	https://www.gbif.org/species/3171189	https://www.gbif.org/occurrence/5070073326	https://www.gbif.org/occurrence/5133853901	https://www.gbif.org/occurrence/3860480245	https://www.gbif.org/occurrence/4103290736	https://www.gbif.org/occurrence/3902251226	https://www.gbif.org/occurrence/4606705998	https://www.gbif.org/occurrence/5062748018	https://www.gbif.org/occurrence/4420884962	https://www.gbif.org/occurrence/4512099599	1	1	EarthBalance / Green Seasons:1	"Bacopa caroliniana":1	"BR":1	"M":1	
Persicaria punctata	6390957	https://www.gbif.org/species/6390957	https://www.gbif.org/occurrence/5109796314	https://www.gbif.org/occurrence/4855064786	https://www.gbif.org/occurrence/2823351412	https://www.gbif.org/occurrence/3113581776	https://www.gbif.org/occurrence/4112026877	https://www.gbif.org/occurrence/3802616708	https://www.gbif.org/occurrence/3892404889	https://www.gbif.org/occurrence/4919475346	https://www.gbif.org/occurrence/5007068441	1	1	EarthBalance / Green Seasons:1	"Persicaria punctata":1	"BR":1	"M":1	
Sagittaria latifolia	5328909	https://www.gbif.org/species/5328909	https://www.gbif.org/occurrence/4954390301	https://www.gbif.org/occurrence/3408199174	https://www.gbif.org/occurrence/3961365070	https://www.gbif.org/occurrence/5007459374	https://www.gbif.org/occurrence/5140526507	https://www.gbif.org/occurrence/3872979582	https://www.gbif.org/occurrence/3355439503	https://www.gbif.org/occurrence/2988682790	https://www.gbif.org/occurrence/4465746057	1	1	EarthBalance / Green Seasons:1	"Sagittaria latifolia":1	"BR":1	"M":1	
Telmatoblechnum serrulatum	7633685	https://www.gbif.org/species/7633685	https://www.gbif.org/occurrence/5037258818	https://www.gbif.org/occurrence/5036731146	https://www.gbif.org/occurrence/4138685274	https://www.gbif.org/occurrence/5087674803	https://www.gbif.org/occurrence/4522714541	https://www.gbif.org/occurrence/5108503419	https://www.gbif.org/occurrence/4407263282	https://www.gbif.org/occurrence/4945695817	https://www.gbif.org/occurrence/4528049533	1	1	EarthBalance / Green Seasons:1	"Telmatoblechnum serrulatum":1	"BR":1	"M":1	
Hypericum fasciculatum	3189454	https://www.gbif.org/species/3189454	https://www.gbif.org/occurrence/5140888639	https://www.gbif.org/occurrence/5108083815	https://www.gbif.org/occurrence/5007740757	https://www.gbif.org/occurrence/5076897191	https://www.gbif.org/occurrence/5140008476	https://www.gbif.org/occurrence/5140156861	https://www.gbif.org/occurrence/4875178874	https://www.gbif.org/occurrence/4424518306	https://www.gbif.org/occurrence/4525146294	1	1	EarthBalance / Green Seasons:1	"Hypericum fasciculatum":1	"BR":1	"M":1	
Cladium jamaicense	2731343	https://www.gbif.org/species/2731343	https://www.gbif.org/occurrence/4525190603	https://www.gbif.org/occurrence/5104508253	https://www.gbif.org/occurrence/5140327149	https://www.gbif.org/occurrence/4854899169	https://www.gbif.org/occurrence/5140300164	https://www.gbif.org/occurrence/5134418293	https://www.gbif.org/occurrence/3314639490	https://www.gbif.org/occurrence/4454074189	https://www.gbif.org/occurrence/3747424490	1	1	EarthBalance / Green Seasons:1	"Cladium jamaicense":1	"4 inch":1	"M":1	Synonym of Cladium mariscus subsp. jamaicense (Crantz) Kük.
Kosteletzkya pentacarpos	4939647	https://www.gbif.org/species/4939647	https://www.gbif.org/occurrence/4911100638	https://www.gbif.org/occurrence/4901418951	https://www.gbif.org/occurrence/4908837456	https://www.gbif.org/occurrence/4597491659	https://www.gbif.org/occurrence/4901508664	https://www.gbif.org/occurrence/4112093492	https://www.gbif.org/occurrence/4138705648	https://www.gbif.org/occurrence/4420705004	https://www.gbif.org/occurrence/2988528880	1	1	EarthBalance / Green Seasons:1	"Kosteletzkya pentacarpos":1	"g":1	"_":1	
Blutaparon vermiculare	3085046	https://www.gbif.org/species/3085046	https://www.gbif.org/occurrence/5087431897	https://www.gbif.org/occurrence/5076858752	https://www.gbif.org/occurrence/4854967709	https://www.gbif.org/occurrence/5108373803	https://www.gbif.org/occurrence/5076914181	https://www.gbif.org/occurrence/5153670398	2nd photo  https://www.gbif.org/occurrence/4901165911	https://www.gbif.org/occurrence/3456655521	https://www.gbif.org/occurrence/4510112811	1	1	EarthBalance / Green Seasons:1	"Blutaparon vermiculare":1	"3g+":1	"_":1	
Saururus cernuus	5384932	https://www.gbif.org/species/5384932	https://www.gbif.org/occurrence/5088049013	https://www.gbif.org/occurrence/5007666253	https://www.gbif.org/occurrence/5007666253	https://www.gbif.org/occurrence/5087894127	https://www.gbif.org/occurrence/5140407392	https://www.gbif.org/occurrence/5134371967	https://www.gbif.org/occurrence/3881519017	https://www.gbif.org/occurrence/4453755303	https://www.gbif.org/occurrence/5087318068	1	1	EarthBalance / Green Seasons:1	"Saururus cernuus":1	"g":1	"_":1	
Lobelia cardinalis	5408269	https://www.gbif.org/species/5408269	https://www.gbif.org/occurrence/4130195649	https://www.gbif.org/occurrence/5134330237	https://www.gbif.org/occurrence/4015320359	https://www.gbif.org/occurrence/3947326665	https://www.gbif.org/occurrence/2429340424	https://www.gbif.org/occurrence/4853213005	https://www.gbif.org/occurrence/2813978963	https://www.gbif.org/occurrence/4430534235	https://www.gbif.org/occurrence/4535774105	1	1	EarthBalance / Green Seasons:1	"Lobelia cardinalis":1	"g":1	"_":1	
